113023,6,Governors State University at IL State Police District 21,951 East North St.,Ashkum,IL,"""60911"""
113023,7,Governors State University at Bradley-Bourbonnais Community High School,700 W. North Street,Bradley,IL,"""60915-1013"""
113023,8,Governors State University at Barbara Vick Early Childhood and Family Center,2554 W. 113th Street,Chicago,IL,"""60655"""
113023,9,Governors State University at Brighton Park Elementary School,3825 S. Washtenaw Ave.,Chicago,IL,"""60632"""
113023,10,"Governors State University at Claremont Math, Science, and Tech Academy",2300 W. 64th Street,Chicago,IL,"""60636"""
113023,11,Governors State University at Columbia Explorers Academy,4520 S. Kedzie Ave.,Chicago,IL,"""60632"""
113023,12,Governors State University at El Valor,1951 W. 19th Street,Chicago,IL,"""60608"""
113023,13,Governors State University at Esmond Elementary School,1865 West Montvale A,Chicago,IL,"""60643"""
113023,14,Governors State University at Everett Elementary School,3419 S. Bell,Chicago,IL,"""60608"""
113023,15,Governors State University at Foreman High School,"3232 N LeClaire Ave,",Chicago,IL,"""60641"""
113023,16,Governors State University at George B. McClellan School,3627 South Wallace Street,Chicago,IL,"""60609"""
113023,17,Governors State University at Grimes/Fleming Elementary School,5450 W. 64th Place,Chicago,IL,"""60638"""
113023,18,Governors State University at Henry H. Nash Elementary School,4837 W. Erie Street,Chicago,IL,"""60644"""
113023,19,Governors State University at James R. Thompson Center,100 West Randolph St.,Chicago,IL,"""60601"""
113023,20,Governors State University at John Barry Elementary School,2828 N. Kilbourn,Chicago,IL,"""60641"""
113023,21,Governors State University at John F. Eberhart Elementary School,3400 W. 65th Place,Chicago,IL,"""60629"""
113023,22,Governors State University at Lincoln Park High School,2001 North Orchard Street,Chicago,IL,"""60614"""
113023,23,Governors State University at Lionel Hampton School,3434 W. 77th Street,Chicago,IL,"""60652"""
113023,24,Governors State University at Mariano Azuela Elementary School,4707 West Marquette Rd.,Chicago,IL,"""60629"""
113023,25,Governors State University at Michael M. Byrne Elementary School,5329 S. Oak Park Avenue,Chicago,IL,"""60638"""
113023,26,Governors State University at Nathan S. Davis Elementary School,3014 W. 39th Place,Chicago,IL,"""60632"""
113023,27,Governors State University at Peck School,3826 W 58th St.,Chicago,IL,"""60629"""
113023,28,Governors State University at Richard J. Daley Elementary Academy,5024 South Wolcott,Chicago,IL,"""60609"""
113023,29,Governors State University at Sawyer High School,5248 S. Sawyer,Chicago,IL,"""60632"""
113023,30,Governors State University at Stevenson Elementary School,8010 S. Kostner Ave.,Chicago,IL,"""60601"""
113023,31,Governors State University at Walter Q. Gresham Elementary School,8524 S. Green Street,Chicago,IL,"""60620"""
113023,32,Governors State University at William F. Finkl Elementary School,2332 S. Western Avenue,Chicago,IL,"""60608"""
113023,33,Governors State University at Zapata Academy,2728 S Kostner Ave,Chicago,IL,"""60623"""
113023,34,Governors State University at Pembroke SPEED Special Education Cooperative,1125 Division Street,Chicago Heights,IL,"""60411"""
113023,35,Governors State University at Washington-McKinley School,25 W. 16th Place,Chicago Heights,IL,"""60411"""
113023,36,Governors State University at Finley Jr. High School,6135 W. 108th Street,Chicago Ridge,IL,"""60415"""
113023,37,Governors State University at Morton Freshman Center,1801 55th Avenue,Cicero,IL,"""60804"""
113023,38,Governors State University at Coal City Middle School,500 S Carbon Hills Rd.,Coal City,IL,"""60416"""
113023,39,Governors State University at Eisenhower Cooperative,5318 W. 135th Street,Crestwood,IL,"""60445"""
113023,40,Governors State University at Dolton Middle School,14151 Lincoln Ave,Dolton,IL,"""60419"""
113023,41,Governors State University at Thornridge High School,15000 Cottage Grove Avenue,Dolton,IL,"""60419"""
113023,42,Governors State University at Elgin Community College,1700 Spartan Drive,Elgin,IL,"""60123"""
113023,43,Governors State University at Illinois State Police District 2,777 South State St.,Elgin,IL,"""60123"""
113023,44,Governors State University at Evergreen Park High School,9901 S. Kedzie Avenue,Evergreen Park,IL,"""60805"""
113023,45,Governors State University at Central Junior High School,9400 S. Sawyer Ave.,Evergreen Park,IL,"""60805"""
113023,46,"Governors State University at Frankfort Fire Department District, Firestation 1",333 West Nebraska St,Frankfort,IL,"""60423"""
113023,47,Governors State University at Frankfort Police Department,20620 Lincoln Way Lane,Frankfort,IL,"""60423"""
113023,48,Governors State University at Lincoln Way North High School,19900 S. Harlem Avenue,Frankfort,IL,"""60423"""
113023,49,Governors State University at Iroquois West High School,529 E. 2nd Street,Gilman,IL,"""60938"""
113023,50,Governors State University at Thornton High School,15001 Broadway Avenue,Harvey,IL,"""60426"""
113023,51,Governors State University at Pembroke Community Consolidated School District #2,"4120 South Wheeler Road, P.O. Box AA",Hopkins Park,IL,"""60977-0550"""
113023,52,Governors State University at Joliet Police Department,150 West Washington St.,Joliet,IL,"""60432"""
113023,53,"Governors State University at Joliet Township High School, West Campus",401 North Larkin Ave,Joliet,IL,"""60435"""
113023,54,Governors State University at Lynne Thigpen School,203 S Midland,Joliet,IL,"""60436"""
113023,55,Governors State University at Kankakee City Police,385 East Oak Street,Kankakee,IL,"""60901"""
113023,56,Governors State University at Kankakee Education Center,187 South Schuyler Avenue,Kankakee,IL,"""60901"""
113023,57,Governors State University at Lincoln Cultural Center,240 Warren Avenue,Kankakee,IL,"""60901"""
113023,58,Governors State University at Calvin Coolidge Elementary School,17845 Henry Street,Lansing,IL,"""60438"""
113023,59,Governors State University at Lansing Police Department,2710 East 170th Street,Lansing,IL,"""60438"""
113023,60,Governors State University at Sunnybrook School Distraict 171,19266 Burnham Avenue,Lansing,IL,"""60438-3899"""
113023,61,Governors State University at Naperville Education Center,2244 West 95th Street,Naperville,IL,"""60564"""
113023,62,Governors State University at Lincoln-Way West High School,21701 S. Gougar Rd.,New Lenox,IL,"""60451"""
113023,63,Governors State University at Lincolnway Central High School,1801 E. Lincoln Highway,New Lenox,IL,"""60451"""
113023,64,Governors State University at South Suburban College University Center,16333 Kilbourn Ave.,Oak Forest,IL,"""60452"""
113023,65,Governors State University at Simmons Middle School,6450 West 59th Street,Oak Lawn,IL,"""60453"""
113023,66,"Governors State University at Orland Fire Protection District, Firehouse #3",15101 Wolf Road,Orland Park,IL,"""60467"""
113023,67,Governors State University at Palos Heights Police Department,7607 West College Drive,Palos Heights,IL,"""60463"""
113023,68,Governors State University at Plainfield High School,611 W Fort Beggs Dr,Plainfield,IL,"""60544"""
113023,69,Governors State University at Plainfield North High School,12005 South 248th Av,Plainfield,IL,"""60585"""
113023,70,Governors State University at Plainfield South High School,7800 Caton Farm Road,Plainfield,IL,"""60586"""
113023,71,Governors State University at Triton College,2000 Fifth Ave.,River Grove,IL,"""60171"""
113023,72,Governors State University at SD148 Administrative Office,114 W. 144th Street,Riverdale,IL,"""60827"""
113023,73,Governors State University at ECHO School,350 W. 154th Street,South Holland,IL,"""60473"""
113023,74,Governors State University at Andrew High School,9001 W 171st Street,Tinley Park,IL,"""60477"""
113023,75,Governors State University at Grissom Middle School,17100 S. 80th Ave.,Tinley Park,IL,"""60477"""
113023,76,Governors State University at Hazelgreen Elementary School,11751 South Lawler Ave.,Alsip,IL,"""60803"""
113023,77,Governors State University at Bridgeview Elementary School,7800 South Thomas,Bridgeview,IL,"""60455"""
113023,78,Governors State University at Hillcrest High School,17401 South Pulaski Rd.,Country Club Hills,IL,"""60478"""
113023,79,Governors State University at Lemont Police  Department,14600 East 127th St.,Lemont,IL,"""60439"""
113023,80,Governors State University at Southwest Cook County Cooperative Assoc. for Speci,6020 West 151st St.,Oak Forest,IL,"""60452"""
113023,81,Governors State University at Wagoner Elementary School,1831 East 215th St.,Sauk Village,IL,"""60411"""
113023,82,Governors State University at Pioneer Grove/Lincoln Way Area Special Ed District,601 Willow Street,Frankfort,IL,"""60423"""
113023,83,Governors State University at George T. Wilkins School,8001 S. 82nd Avenue,Justice,IL,"""60458"""
113023,84,Governors State University at Bremen High School,15203 Pulaski Road,Midlothian,IL,"""60455"""
113023,85,Governors State University at Dodge School,2651 West Washington Blvd,Chicago,IL,"""60612"""
113023,86,Governors State University at Oak Lawn High School,9400 Southwest Highway,Oak Lawn,IL,"""60453"""
113023,87,Governors State University at Riverdale High School,114 W 144th Street,Riverdale,IL,"""60827"""
113023,88,Governors State University at Coal City High School,500 South Carbon Hills Road,Coal City,IL,"""60416"""
113023,89,Governors State University at Matteson School District 162,3625 215th Street,Matteson,IL,"""60443"""
113023,90,Governors State University at University of Chicago Hospital Academy,800 East 55th Street,Chicago,IL,"""60615"""
113023,91,Governors State University at Oak Forest Village Hall,15759 Lorel Ave,Oak Forest,IL,"""60452"""
113023,92,Governors State University at Thornwood High School,17101 South Park Ave,South Holland,IL,"""60473"""
113023,93,Governors State University at Burr Ridge Middle & High School,15W451 91st Street,Burr Ridge,IL,"""60527"""
113023,94,Governors State University at Metamora High School,101 West Madison,Metamora,IL,"""61548"""
113023,95,Governors State University at Oswego East High School,1525 Harvey Road,Oswego,IL,"""60543"""
113023,96,Governors State University at Romeoville High School,100 N. Independence Blvd,Romeoville,IL,"""60466"""
113023,97,Governors State University at Robert Morris College,82 Orland Square Drive,Orland Park,IL,"""60462"""
113023,98,Governors State University at Dyer Police Department,Dyer Municipal Center,Dyer,IN,"""46311"""
113023,99,Governors State University at Dyett Academy Middle School,555 East 51st Street,Chicago,IL,"""60615"""
113041,2,Greenville College at Central Junior High,1801 Central School Rd,Belleville,IL,"""62220"""
113041,3,Greenville College at Southwestern Illinois College,2500 Carlyle Ave,Belleville,IL,"""62221"""
113041,4,Greenville College at Illinois Wesleyan University,1312 Park St.,Bloomington,IL,"""61701"""
113041,5,Greenville College at Kaskaskia College,27210 College Road,Centralia,IL,"""62801-7800"""
113041,6,Greenville College at Parkland Community College,2400 W. Bradley Ave.,Champaign,IL,"""61821-1899"""
113041,7,Greenville College at Richland Community College,One College Park,Decatur,IL,"""62521"""
113041,8,"Greenville College at Lewis and Clark Community College, Edwardsville",600 Troy Road,Edwardsville,IL,"""62025-2319"""
113041,9,Greenville College at Lake Land College,1204 Network Centre Drive,Effingham,IL,"""62401"""
113041,10,Greenville College at Sacred Heart Parish Center,405 S. Henrietta,Effingham,IL,"""62401"""
113041,11,Greenville College at Lewis and Clark Community College - Godfrey,5800 Godfrey Road,Godfrey,IL,"""62035-2466"""
113041,12,Greenville College at Lincoln Christian University,100 Campus View Drive,Lincoln,IL,"""62656"""
113041,13,Greenville College at Illinois Central College - Downtown Campus,115 SW Adams Street,Peoria,IL,"""61635"""
113041,14,Greenville College at North Campus,5407 N. University Street,Peoria,IL,"""61635"""
113041,15,Greenville College at Riverplex Recreation and Wellness,600 NE Water Street,Peoria,IL,"""61603"""
113041,16,Greenville College at Lutheran High School,3500 W. Washington,Springfield,IL,"""62707-7922"""
113041,17,Greenville College at Kaskaskia College - Vandalia Campus,2310 West Fillmore Street,Vandalia,IL,"""62471"""
113041,18,Greenville College at Richland High School,1200 E. Laurel St.,Olney,IL,"""62450-2545"""
113041,19,"Greenville College at Lake Land College, Mattoon Campus",5001 Lake Land Blvd,Mattoon,IL,"""61938"""
113041,20,"Greenville College at Kaskaskia College, Greenville Campus",209 N. Third St.,Greenville,IL,"""62246"""
113041,21,Greenville College at Alton High School,4200 Humbert Road,Alton,IL,"""62002"""
113102,2,Hebrew Theological College at Blitstein Institue,2606 W. Touhy,Chicago,IL,"""60645"""
113139,3,University of Illinois at Chicago - College of Medicine at Peoria,"One Illini Drive, Box 1649",Peoria,IL,"""61656"""
113139,4,University of Illinois at Chicago - College of Medicine at Rockford,1601 Parkview Avenue,Rockford,IL,"""61107"""
113139,5,University of Illinois at Chicago - College of Medicine at Urbana,506 South Mathews  m/c 714,Urbana,IL,"""61801-3618"""
113139,6,University of Illinois at Chicago at Quad Cities Graduate Study Center,"1515 5th Ave., Ste. 400",Moline,IL,"""61265"""
113139,7,University of Illinois at Chicago at Allstate Insurance Co.,2775 Sanders Road,Northbrook,IL,"""60062"""
113139,8,University of Illinois at Chicago at CNA Insurance,333 South Wabash,Chicago,IL,"""60604"""
113148,0,Benedictine University at Kendall County Sherriff's Department,1102 Cornell Lane,Yorkville,IL,"""60560"""
113148,2,"Benedictine University at Springfield College, Illinois",1500 North Fifth Street,Springfield,IL,"""62702"""
113148,3,Benedictine University at Living Water Community Church,190 Lily Cache Lane,Bolingbrook,IL,"""60440"""
113148,3,Benedictine University at West 40 Intermediate Center,"2701 Washington Boulevard, Floor 2",Bellwood,IL,"""60104"""
113148,4,Benedictine University at Parent Resource Center - Chicago Public Schools,521 E. 35th Street,Chicago,IL,"""60616"""
113148,5,Benedictine University at Marquardt School District #15,1860 Glen Ellyn Road,Glendale Heights,IL,"""60139"""
113148,5,Benedictine University at Mesa,225 East Main Street,Mesa,AZ,"""85201"""
113148,6,Benedictine University at Lisle Woodridge Fire Station 2,7393 Woodridge Dr,Woodridge,IL,"""60517"""
113148,6,Benedictine University at Lisle Woodridge Fire Station 2,7393 Woodridge Dr,Woodridge,IL,"""60517"""
113148,6,Benedictine University at St. Peter?s Cathedral School,1243 North Church Street,Rockford,IL,"""61103"""
113148,7,Benedictine University at Addison Police Department,3 Friendship Plaza,Addison,IL,"""60101"""
113148,7,Benedictine University at Kane County ROE,210 South 6th St,Geneva,IL,"""60134"""
113148,7,Benedictine University at Kane County ROE,210 South 6th St,Geneva,IL,"""60134"""
113148,8,Benedictine University at Indian Trail Junior High School,222 Kennedy Drive,Addison,IL,"""60101"""
113148,8,Benedictine University at Neuqua Valley HS,2360 95th St,Naperville,IL,"""60563"""
113148,8,Benedictine University at Neuqua Valley HS,2360 95th St,Naperville,IL,"""60563"""
113148,9,Benedictine University at H.D. Jacobs HS,2601 Bunker Hill,Algonquin,IL,"""60102"""
113148,9,Benedictine University at Professional Development Alliance,2705 McDonough St,Joliet,IL,"""60436"""
113148,9,Benedictine University at Professional Development Alliance,2705 McDonough St,Joliet,IL,"""60436"""
113148,10,Benedictine University at Griffith Laboratories,One Griffith Center,Alsip,IL,"""60803"""
113148,10,Benedictine University at Lisle Junior HS,5207 Center,Lisle,IL,"""60532"""
113148,10,Benedictine University at Lisle Junior HS,5207 Center,Lisle,IL,"""60532"""
113148,11,Benedictine University at Arlington Heights School District 25,1200 S. Dunton,Arlington Heights,IL,"""60005"""
113148,11,Benedictine University at West Chicago Fire Department,200 Freemont,West Chicago,IL,"""60185"""
113148,11,Benedictine University at West Chicago Fire Department,200 Freemont,West Chicago,IL,"""60185"""
113148,12,Benedictine University at Rasmussen College,2363 Sequoia Drive,Aurora,IL,"""60506"""
113148,12,Benedictine University at Westfield Community School,2100 Sleepy Hollow Rd,Algonquin,IL,"""60102"""
113148,12,Benedictine University at Westfield Community School,2100 Sleepy Hollow Rd,Algonquin,IL,"""60102"""
113148,13,Benedictine University at Heritage Middle School,6850 West 31st St,Berwyn,IL,"""60402"""
113148,13,Benedictine University at Heritage Middle School,6850 West 31st St,Berwyn,IL,"""60402"""
113148,13,Benedictine University at Waubonsie Valley HS Green Campus,2590 Route 34,Aurora,IL,"""60504"""
113148,14,Benedictine University at Batavia Fire Station #1,800 E. Wilson Street,Batavia,IL,"""60510"""
113148,14,Benedictine University at Westgate Elementary School,500 S. Dwyer,Arlington Heights,IL,"""60005"""
113148,14,Benedictine University at Westgate Elementary School,500 S. Dwyer,Arlington Heights,IL,"""60005"""
113148,15,Benedictine University at Bellwood Learning Center,407 Mannheim Rd,Bellwood,IL,"""60104"""
113148,15,Benedictine University at Wheaton Fire Station,1 Fapp Circle,Wheaton,IL,"""60187"""
113148,15,Benedictine University at Wheaton Fire Station,1 Fapp Circle,Wheaton,IL,"""60187"""
113148,16,Benedictine University at Bolingbrook HS,365 Raider Way,Bolingbrook,IL,"""60440"""
113148,16,Benedictine University at Downers Grove Fire Station 3,3900 Highland Ave,Downers Grove,IL,"""60515"""
113148,16,Benedictine University at Downers Grove Fire Station 3,3900 Highland Ave,Downers Grove,IL,"""60515"""
113148,17,Benedictine University at Burbank Fire Department,8500 Mayfield,Burbank,IL,"""60459"""
113148,17,Benedictine University at Rotolo Middle School,1501 South Raddant Rd,Batavia,IL,"""60510"""
113148,17,Benedictine University at Rotolo Middle School,1501 South Raddant Rd,Batavia,IL,"""60510"""
113148,18,Benedictine University at Oswego East High School,1525 Harvey Road,Oswego,IL,"""60543"""
113148,18,Benedictine University at Oswego East High School,1525 Harvey Road,Oswego,IL,"""60543"""
113148,18,Benedictine University at Tri-State Fire Protection District,10 South 110 Madison,Burr Ridge,IL,"""60527"""
113148,19,Benedictine University at Batavia High School,1200 West Main Street,Batavia,IL,"""60510"""
113148,19,Benedictine University at Batavia High School,1200 West Main Street,Batavia,IL,"""60510"""
113148,19,Benedictine University at Thornton Fractional Center for Academics and Technology,1601 Wentworth Ave,Calumet City,IL,"""60409"""
113148,20,Benedictine University at Carol Stream Fire Protection District Station 1,365 Kuhn Road,Carol Stream,IL,"""60188"""
113148,20,Benedictine University at Central Park School,3621 151st St,Midlothian,IL,"""60445"""
113148,20,Benedictine University at Central Park School,3621 151st St,Midlothian,IL,"""60445"""
113148,21,Benedictine University at Carol Stream Police Department,500 N. Gary Avenue,Carol Stream,IL,"""60188"""
113148,22,"Benedictine University at Dr. Martin Luther King, Jr. College Preparatory High School",4445 South Drexel Blvd.,Chicago,IL,"""60653"""
113148,23,Benedictine University at Harlan Community Academy HS,9652 S. Michigan Ave,Chicago,IL,"""60628"""
113148,24,Benedictine University at Marie Curie High School,4959 S. Archer Avenu,Chicago,IL,"""60632"""
113148,25,Benedictine University at Michelle Clark High School,5101 West Harrison S,Chicago,IL,"""60644"""
113148,26,Benedictine University at Robeson High School,6835 S. Normal Blvd.,Chicago,IL,"""60621"""
113148,27,Benedictine University at Whitney Young Magnet High School,211 S. Laflin Street,Chicago,IL,"""60607"""
113148,28,Benedictine University at Eisenhower Junior High School,1410 W. 75th Street,Darien,IL,"""60561"""
113148,29,Benedictine University at Hinsdale South HS,7401 Clarendon Hills Rd,Darien,IL,"""60559"""
113148,30,Benedictine University at Richland Community College,One College Park,Decatur,IL,"""62521"""
113148,31,Benedictine University at Alan B. Shepard Middle School,440 Grove Pl,Deerfield,IL,"""60015"""
113148,32,Benedictine University at Illinois Central College - East Peoria Campus,One College Drive,East Peoria,IL,"""61635"""
113148,33,Benedictine University at Two Rivers Professional Development Center,10112 West Dubois Ro,Edwards,IL,"""61528"""
113148,34,Benedictine University at Elgin Community College,1700 Spartan Drive,Elgin,IL,"""60123"""
113148,35,Benedictine University at Elgin Fire Departrment Station 6,707 West Chicago Street,Elgin,IL,"""60120"""
113148,36,Benedictine University at Elgin Police Department,151 Douglas Avenue,Elgin,IL,"""60120"""
113148,37,Benedictine University at Verizon Wireless,777 Big Timber Rd,Elgin,IL,"""60123"""
113148,38,Benedictine University at Mead Junior High School,1765 Biesterfield Road,Elk Grove Village,IL,"""60007"""
113148,39,Benedictine University at Geneva Community HS,416 McKinley Ave,Geneva,IL,"""60134"""
113148,40,Benedictine University at College of DuPage,425 Fawell Blvd,Glen Ellyn,IL,"""60137"""
113148,41,Benedictine University at University Center of Lake County,1200 University Center Dr,Grayslake,IL,"""60030"""
113148,42,Benedictine University at Viking Middle School,4460 Grand Avenue,Gurnee,IL,"""60031"""
113148,43,Benedictine University at Woodland Middle School,7000 Washington St.,Gurnee,IL,"""60031"""
113148,44,Benedictine University at Hazel Crest Police Department,300 West 170th Place,Hazel Crest,IL,"""60429"""
113148,45,Benedictine University at Edgewood Middle School,929 Edgewood Road,Highland Park,IL,"""60035"""
113148,46,Benedictine University at Hillside Police Department,425 Hillside Avenue,Hillside,IL,"""60162"""
113148,47,Benedictine University at Proviso West High School,4701 W. Harrison,Hillside,IL,"""60162"""
113148,48,Benedictine University at Hinsdale Central HS,55th and Grant Sts,Hinsdale,IL,"""60521"""
113148,49,Benedictine University at Hoffman Estates Fire Station 22,1700 Moon Lake Blvd,Hoffman Estates,IL,"""60169"""
113148,50,Benedictine University at Huntley Fire Protection District,11480 Kruetzer Road,Huntly,IL,"""60142"""
113148,51,Benedictine University at Itasca Fire Department,520 W. Irving Park R,Itasca,IL,"""60143"""
113148,52,Benedictine University at Joliet Township High Schools Administration,300 Caterpillar Drive,Joliet,IL,"""60436"""
113148,53,Benedictine University at Pershing Elementary School,251 N. Midland Ave,Joliet,IL,"""60435"""
113148,54,Benedictine University at Lake Forest School District 67,300 S. Waukegan Road,Lake Forest,IL,"""60045"""
113148,55,Benedictine University at Algonquin Fire Protection District,1020 Algonquin Rd,Lake in the Hills,IL,"""60156"""
113148,56,Benedictine University at Martin Elementary,10920 Reed Road,Lake in the Hills,IL,"""60156"""
113148,57,Benedictine University at Libertyville High School,708 W. Park Avenue,Libertyville,IL,"""60048"""
113148,58,Benedictine University at Adlai E. Stevenson High School,One Stevenson Dr.,Lincolnshire,IL,"""60069"""
113148,59,Benedictine University at Lincolnshire-Riverwood Fire Protection District,115 Schelter Road,Lincolnshire,IL,"""60069"""
113148,60,Benedictine University at Kennedy Junior School,2929 Green Trails Drive,Lisle,IL,"""60532"""
113148,61,Benedictine University at Micro Train,720 Butterfield Rd Suite 100,Lombard,IL,"""60148"""
113148,62,Benedictine University at Rock of Ages Spiritual Growth and Development Center,1309 Madison St,Maywood,IL,"""60153"""
113148,63,Benedictine University at Mount Prospect Police Department,112 E. Northwest Hig,Mount Prospect,IL,"""60056"""
113148,64,Benedictine University at College of DuPage - Frontier Campus,2244 West 95th Street,Naperville,IL,"""60564"""
113148,65,Benedictine University at Moser Center,1832 Centre Point Circle Suite 102,Naperville,IL,"""60563"""
113148,66,Benedictine University at Lincolnway Central High School,1801 East Lincoln Hi,New Lenox,IL,"""60451"""
113148,67,Benedictine University at New Lenox Fire Protection District,261 East Maple St,New Lenox,IL,"""60451"""
113148,68,Benedictine University at Fenwick HS,505 W. Washington Blvd,Oak Park,IL,"""60302"""
113148,69,Benedictine University at Orland Fire Protection District,9788 W. 151st Street,Orland Park,IL,"""60462"""
113148,70,Benedictine University at Orland Park Fire Station #3,15100 Wolf Road,Orland Park,IL,"""60467"""
113148,71,Benedictine University at Karl Plank Middle School,510 Secretariat Lane,Oswego,IL,"""60543"""
113148,72,Benedictine University at Oswego Police Department,3525 Route 34,Oswego,IL,"""60543"""
113148,73,Benedictine University at Advanced Medical Transport,1718 North Sterling,Peoria,IL,"""61614"""
113148,74,Benedictine University at Hult Health Education Center,5215 North Knoxville,Peoria,IL,"""61614"""
113148,75,Benedictine University at Illinois Central College North,5407 North University,Peoria,IL,"""61614"""
113148,76,Benedictine University at Plainfield South HS,7800 Caton Farm Rd,Plainfield,IL,"""60586"""
113148,77,Benedictine University at Triton College,2000 Fifth Ave,River Grove,IL,"""60171"""
113148,78,Benedictine University at Auburn High School,5110 Auburn St.,Rockford,IL,"""61101"""
113148,79,Benedictine University at Financial Management Systems,4021 Morsay Drive,Rockford,IL,"""61107"""
113148,80,Benedictine University at IBEW Local 364,619 Southrock Drive,Rockford,IL,"""61102"""
113148,81,Benedictine University at Kennedy Middle School,4664 North Rockton Avenue,Rockford,IL,"""61103"""
113148,82,Benedictine University at Rock Valley College,3301 N. Mulford Rd.,Rockford,IL,"""61114"""
113148,83,Benedictine University at Rockford Housing Authority,223 W. Winnebago Str,Rockford,IL,"""61102"""
113148,84,Benedictine University at The Workforce Connection,303 N. Main Street,Rockford,IL,"""61101"""
113148,85,Benedictine University at Lukancic Middle School,725 Normantown Rd,Romeoville,IL,"""60446"""
113148,86,Benedictine University at South Elgin Fire District,2055 McDonald Road,South Elgin,IL,"""60177"""
113148,87,Benedictine University at Memorial Medical Center,701 North First Stre,Springfield,IL,"""62701"""
113148,88,Benedictine University at Kane County Sheriff Department,"37W755 IL Rte. 38, S",St. Charles,IL,"""60175"""
113148,89,Benedictine University at Infinitec Southwest,7550 W. 183rd St,Tinley Park,IL,"""60477"""
113148,90,Benedictine University at Vernon Hills High School,145 Laveview Parkway,Vernon Hills,IL,"""60061"""
113148,91,Benedictine University at IBEW Local 701,28600 Bella Vista Pkwy Suite 1110,Warrenville,IL,"""60555"""
113148,92,Benedictine University at Lake County Sherriff's Police,25 South Martin Luther King Jr. Ave.,Waukegan,IL,"""60085"""
113148,93,Benedictine University at University  Center Waukegan,1 N. Genesee St N300,Waukegan,IL,"""60085"""
113148,94,Benedictine University at Waukegan Fire Department,1101 Belvidere Street,Waukegan,IL,"""60085"""
113148,95,Benedictine University at Waukegan Police Department,420 Robert V. Sabonjian Place,Waukegan,IL,"""60085"""
113148,96,Benedictine University at West Chicago Middle School District 33,312 East Forest Ave.,West Chicago,IL,"""60185"""
113148,97,Benedictine University at Lyons Township High School South,4900 Willow Springs,Western Springs,IL,"""60558"""
113148,98,Benedictine University at St Francis HS,2130 W. Roosevelt Rd,Wheaton,IL,"""60187"""
113148,99,Benedictine University at Wood Dale Junior High,655 N. Wood Dale,Wood Dale,IL,"""60191"""
113166,2,University of Illinois at Urbana-Champaign at Illini Center and Chicago Public Schools,Illini Center: 200 S. Wacker Drive,Chicago,IL,"""60606"""
113166,3,University of Illinois at Urbana-Champaign at Illinois Center for Rehabilitation and Education - Roosevelt Foundation,1950 West Roosevelt Road,Chicago,IL,"""60608-1245"""
113166,4,University of Illinois at Urbana-Champaign at Moody Bible Institute,820 N. LaSalle Blvd.,Chicago,IL,"""60610-3214"""
113166,5,University of Illinois at Urbana-Champaign at Richland Community College,One College Park,Decatur,IL,"""62521"""
113166,6,"University of Illinois at Urbana-Champaign at Tate and Lyle, PLC",220 East Eldorado St,Decatur,IL,"""62525"""
113166,7,University of Illinois at Urbana-Champaign at Chicago Botanic Garden,1000 Lake Cook Road,Glencoe,IL,"""60022"""
113166,8,University of Illinois at Urbana-Champaign at Multi-University Center,1010 Jorie Blvd,Oak Brook,IL,"""60521"""
113166,9,University of Illinois at Urbana-Champaign at Business Innovation Services,1100 E. Warrenville Road,Naperville,IL,"""60563"""
113166,10,University of Illinois at Urbana-Champaign at Joliet Junior College,1215 Houbolt Road,Joliet,IL,"""60431"""
113166,11,University of Illinois at Urbana-Champaign at Lake County Unit,100 South US Highway 45,Grayslake,IL,"""60030"""
113166,12,University of Illinois at Urbana-Champaign at Morton Arboretum,4100 Lincoln Avenue,Lisle,IL,"""60532"""
113166,13,University of Illinois at Urbana-Champaign at Sangamon County Office,"2501 North 8th Street, Bldg 30",Springfield,IL,"""62702"""
113166,14,University of Illinois at Urbana-Champaign at Kishwaukee College,21193 Malta Road,Malta,IL,"""60150"""
113166,15,University of Illinois at Urbana-Champaign at Shawnee Community College,8364 Shawnee College Road,Ullin,IL,"""62992"""
113184,2,Illinois Central College - Downtown Campus,Southwest Adams Street,Peoria,IL,"""61602"""
113184,2,Illinois Central College - Downtown Campus,Southwest Adams Street,Peoria,IL,"""61602"""
113184,2,Illinois Central College - Downtown Campus,Southwest Adams Street,Peoria,IL,"""61602"""
113184,2,Illinois Central College - Downtown Campus,Southwest Adams Street,Peoria,IL,"""61602"""
113184,2,Illinois Central College - Downtown Campus,Southwest Adams Street,Peoria,IL,"""61602"""
113184,2,Illinois Central College - Downtown Campus,Southwest Adams Street,Peoria,IL,"""61602"""
113184,2,Illinois Central College - Downtown Campus,Southwest Adams Street,Peoria,IL,"""61602"""
113184,3,Illinois Central College - Peoria North Campus,5407 N. University,Peoria,IL,"""61614-4782"""
113184,5,Illinois Central College at ICC South,225 Hannah Drive,Pekin,IL,"""61554"""
113218,2,Illinois Institute of Technology - Downtown Campus,565 West Adams Street,Chicago,IL,"""60661"""
113218,3,Illinois Institute of Technology - Rice Campus,201 East Loop Road,Wheaton,IL,"""60187"""
113218,5,Illinois Institute of Technology - Institute of Design,350 N. LaSalle,Chicago,IL,"""60610"""
113218,8,Illinois Institute of Technology at Grid 70 Building,70 Ionia Avenue SW,Grand Rapids,MI,"""49503-4130"""
113245,2,Illinois State University at AERO Special Edication Cooperative,7600 S. Mason Ave,Burbank,IL,"""60459"""
